student_id,age,gender,programme,attendance_pct,assignment_avg,quiz_avg,midterm_score,study_hours_week,previous_gpa,absences,internet_access,extracurricular,academic_risk
ST10286,23,Male,Computer Science,82.7,90.7,96.9,39.1,9.2,3.02,4.0,Yes,No,Not At Risk
ST07531,20,Male,Data Science,81.0,61.3,77.9,54.2,3.4,2.02,0.0,No,Yes,Not At Risk
ST10302,25,Male,Data Science,80.9,60.4,35.4,71.7,4.1,1.99,7.0,Yes,Yes,At Risk
ST04548,24,Male,Data Science,68.9,48.3,58.5,66.0,2.7,2.41,3.0,Yes,Yes,Not At Risk
ST11635,22,Female,Computer Science,93.8,62.5,53.5,81.7,3.5,2.7,4.0,Yes,No,Not At Risk
ST05652,24,Female,Software Engineering,79.8,54.9,48.6,52.0,8.4,2.98,7.0,Yes,Yes,Not At Risk
ST05110,19,Female,IT,83.6,71.1,88.4,13.5,8.5,3.37,5.0,Yes,No,Not At Risk
ST00881,25,Female,Data Science,100.0,64.2,46.9,53.5,5.7,1.73,5.0,Yes,No,Not At Risk
ST05391,22,Male,Computer Science,68.3,80.8,46.0,28.3,4.8,3.27,6.0,Yes,Yes,Not At Risk
ST11228,22,Male,Software Engineering,81.4,55.9,43.1,66.7,11.1,1.91,5.0,Yes,No,Not At Risk
ST07241,24,Female,Software Engineering,78.1,64.9,79.3,51.8,2.6,3.43,6.0,Yes,No,Not At Risk
ST05714,22,Female,Computer Science,74.7,55.8,51.7,81.6,7.4,3.18,3.0,Yes,No,Not At Risk
ST03769,23,Male,Software Engineering,85.6,69.0,69.5,60.9,7.6,2.05,6.0,Yes,Yes,Not At Risk
ST11276,20,Male,IT,75.2,71.3,86.8,35.3,12.2,1.94,5.0,Yes,Yes,Not At Risk
ST08528,18,Female,IT,66.7,70.1,69.3,81.4,5.6,2.66,2.0,Yes,No,Not At Risk
ST08237,19,Male,Software Engineering,88.4,31.8,68.8,84.1,11.1,3.26,8.0,Yes,No,Not At Risk
ST04038,22,Male,Data Science,94.4,49.3,39.0,35.6,2.1,2.1,6.0,Yes,No,At Risk
ST03230,25,Female,IT,74.2,92.5,61.6,40.0,0.9,2.4,6.0,Yes,No,Not At Risk
ST10478,22,Female,Software Engineering,96.4,69.3,76.3,66.9,3.3,4.0,2.0,Yes,No,Not At Risk
ST10733,23,Female,Computer Science,86.3,70.0,59.1,93.9,9.5,2.13,7.0,Yes,No,Not At Risk
ST07922,18,Female,Computer Science,76.0,44.5,54.9,78.8,4.7,2.68,4.0,Yes,Yes,Not At Risk
ST01009,18,Female,Computer Science,94.5,56.2,89.8,40.9,4.6,2.78,1.0,Yes,Yes,Not At Risk
ST03458,25,Female,Computer Science,70.9,79.7,58.8,82.4,7.8,3.96,3.0,Yes,Yes,Not At Risk
ST06224,21,Female,IT,80.7,63.5,50.0,73.7,4.2,2.73,4.0,Yes,No,At Risk
ST03009,24,Male,Computer Science,98.2,78.2,46.5,64.1,15.8,3.23,3.0,Yes,Yes,Not At Risk
ST04489,22,Male,IT,91.7,76.4,85.7,26.4,5.3,3.51,4.0,Yes,No,Not At Risk
ST00416,24,Male,Data Science,78.4,79.7,78.2,61.1,10.1,4.0,3.0,Yes,Yes,Not At Risk
ST04543,24,Male,Computer Science,74.3,54.5,84.3,77.1,2.5,3.18,6.0,Yes,Yes,Not At Risk
ST08960,21,Male,Software Engineering,74.4,46.5,42.3,98.0,4.8,1.9,3.0,Yes,Yes,Not At Risk
ST00532,23,Female,Computer Science,83.0,70.5,58.7,71.3,5.2,3.0,2.0,No,No,Not At Risk
ST09768,18,Male,IT,74.2,81.3,52.5,58.9,3.1,2.54,5.0,Yes,No,Not At Risk
ST03455,25,Male,Data Science,76.0,54.7,90.4,77.2,7.7,3.51,9.0,Yes,Yes,Not At Risk
ST09793,20,Female,Data Science,76.0,69.5,76.4,60.4,12.7,1.92,6.0,Yes,Yes,Not At Risk
ST01548,22,Male,Computer Science,74.0,67.0,42.8,67.5,1.6,3.01,4.0,Yes,Yes,Not At Risk
ST10460,19,Male,Software Engineering,78.9,75.9,88.1,47.3,4.6,2.17,1.0,Yes,Yes,Not At Risk
ST11036,21,Male,IT,91.2,54.8,76.2,73.6,3.0,2.24,6.0,Yes,Yes,Not At Risk
ST09458,19,Male,IT,83.0,75.5,73.7,74.5,6.5,3.28,0.0,Yes,Yes,Not At Risk
ST00050,22,Female,Computer Science,94.0,78.5,70.7,68.5,2.3,2.78,3.0,Yes,Yes,Not At Risk
ST02544,24,Female,Computer Science,75.1,79.1,75.8,57.8,9.0,2.36,5.0,Yes,No,Not At Risk
ST08477,20,Female,Computer Science,81.3,60.0,62.6,53.1,0.9,3.24,6.0,Yes,No,Not At Risk
ST03434,18,Female,IT,81.3,58.3,41.7,40.0,7.8,3.04,0.0,No,No,Not At Risk
ST05972,18,Male,Computer Science,79.0,73.8,72.5,76.7,3.0,2.45,7.0,Yes,Yes,Not At Risk
ST04381,22,Male,IT,97.5,73.8,63.4,60.6,0.6,3.01,6.0,Yes,Yes,Not At Risk
ST06916,25,Female,IT,79.9,79.8,50.5,63.9,2.0,2.97,3.0,Yes,Yes,At Risk
ST11919,25,Female,IT,92.2,61.5,90.2,57.0,10.7,3.45,5.0,Yes,No,Not At Risk
ST04567,23,Female,Computer Science,99.5,68.0,97.1,53.4,5.7,2.59,4.0,Yes,Yes,Not At Risk
ST10201,23,Female,Computer Science,96.5,77.6,69.5,65.9,1.3,3.44,3.0,Yes,No,Not At Risk
ST07302,23,Male,Software Engineering,69.1,74.6,69.4,100.0,11.8,2.61,3.0,Yes,No,Not At Risk
ST10621,24,Female,Data Science,75.8,96.0,82.1,30.9,6.8,2.99,7.0,No,Yes,Not At Risk
ST04066,23,Male,IT,92.4,69.4,72.2,51.4,8.8,2.83,5.0,,No,Not At Risk
ST08456,20,Female,Software Engineering,75.4,64.6,74.8,65.7,5.2,3.28,6.0,Yes,No,Not At Risk
ST01756,25,Male,Data Science,94.4,83.7,83.1,58.7,8.8,4.0,,Yes,No,Not At Risk
ST10561,19,Male,Data Science,100.0,41.7,47.6,39.0,5.8,2.61,4.0,Yes,No,Not At Risk
ST06903,18,Female,IT,85.8,93.3,42.5,52.7,3.6,2.93,7.0,Yes,No,At Risk
ST06383,25,Female,Software Engineering,100.0,93.8,83.7,80.0,5.0,2.72,2.0,Yes,No,Not At Risk
ST11797,25,Male,IT,77.9,95.0,79.3,64.4,13.2,2.89,7.0,Yes,No,Not At Risk
ST09121,20,Female,IT,94.6,51.5,88.6,69.8,4.9,3.81,4.0,No,Yes,Not At Risk
ST11430,24,Male,IT,87.5,61.8,54.3,65.5,2.7,2.07,3.0,Yes,No,At Risk
ST01394,20,Male,Computer Science,74.4,49.8,54.5,64.5,8.3,2.26,4.0,Yes,Yes,Not At Risk
ST01816,24,Male,Computer Science,84.0,59.6,76.3,,7.5,2.37,7.0,Yes,No,Not At Risk
ST06478,23,Female,IT,88.9,70.0,45.9,64.0,4.4,3.24,2.0,Yes,No,Not At Risk
ST11606,25,Male,Data Science,100.0,95.8,75.6,49.2,3.1,2.26,2.0,Yes,Yes,Not At Risk
ST03928,21,Male,IT,95.1,63.6,55.3,59.6,2.7,3.35,3.0,,Yes,Not At Risk
ST03463,24,Male,Computer Science,71.5,90.1,67.6,78.8,2.8,3.59,5.0,Yes,No,Not At Risk
ST05002,21,Male,Software Engineering,74.2,57.6,57.1,65.5,7.7,2.53,2.0,Yes,No,Not At Risk
ST01878,22,Male,IT,86.2,56.2,28.2,82.5,4.2,3.71,1.0,Yes,No,Not At Risk
ST11024,20,Female,Software Engineering,85.1,32.2,83.7,56.8,5.7,3.32,3.0,Yes,No,Not At Risk
ST11338,24,Female,Software Engineering,74.8,75.3,93.3,82.4,0.3,2.18,5.0,Yes,No,Not At Risk
ST10871,21,Female,Software Engineering,92.2,88.5,67.2,79.8,12.1,3.67,3.0,Yes,No,Not At Risk
ST05055,18,Female,Software Engineering,74.3,89.9,53.4,67.6,2.6,3.64,6.0,Yes,No,Not At Risk
ST09664,22,Male,Data Science,98.6,76.6,69.9,52.8,7.6,2.42,5.0,Yes,No,Not At Risk
ST09417,24,Female,Computer Science,100.0,49.9,49.7,67.5,4.9,2.31,5.0,,No,Not At Risk
ST03364,21,Female,IT,93.1,85.4,72.1,56.7,11.3,3.26,7.0,Yes,No,Not At Risk
ST07961,18,Female,Software Engineering,100.0,73.3,92.3,47.0,4.4,2.43,4.0,Yes,Yes,Not At Risk
ST00743,25,Male,Data Science,93.0,64.3,66.9,52.8,8.6,3.66,4.0,Yes,No,Not At Risk
ST10760,24,Female,IT,81.6,50.6,22.2,76.5,4.2,2.41,6.0,,No,At Risk
ST11681,25,Female,Software Engineering,76.8,70.6,71.1,56.6,9.2,2.25,4.0,Yes,No,Not At Risk
ST06348,25,Female,Software Engineering,99.5,67.6,79.0,76.9,5.5,3.06,3.0,Yes,Yes,Not At Risk
ST09604,18,Male,IT,73.1,52.0,57.2,60.2,2.2,3.88,6.0,Yes,No,Not At Risk
ST02085,22,Male,IT,70.2,79.3,87.9,75.7,17.7,2.79,2.0,Yes,Yes,At Risk
ST10251,19,Male,IT,100.0,66.8,56.3,71.8,7.1,2.81,6.0,Yes,No,Not At Risk
ST05247,22,Female,Computer Science,76.5,89.9,70.9,68.7,9.6,3.77,4.0,Yes,No,Not At Risk
ST08102,20,Male,Software Engineering,82.3,40.5,47.3,50.2,4.2,2.41,6.0,Yes,No,At Risk
ST08979,25,Male,Data Science,100.0,48.1,36.4,49.9,6.1,4.0,7.0,Yes,No,Not At Risk
ST08081,24,Male,Computer Science,85.6,36.7,74.7,60.0,8.1,3.0,5.0,Yes,No,Not At Risk
ST08133,23,Female,Computer Science,95.9,82.3,76.5,71.5,10.0,3.28,3.0,Yes,Yes,Not At Risk
ST01105,22,Female,IT,77.7,53.6,50.3,60.2,3.7,3.81,4.0,Yes,Yes,Not At Risk
ST07553,23,Female,IT,100.0,85.6,51.2,,4.5,3.12,2.0,Yes,No,Not At Risk
ST07018,20,Female,Data Science,77.9,49.3,55.9,78.3,10.8,3.38,7.0,Yes,No,Not At Risk
ST03659,25,Male,Software Engineering,71.1,70.2,88.8,56.0,2.7,2.68,1.0,Yes,Yes,At Risk
ST00641,23,Female,Software Engineering,60.9,43.1,55.6,41.5,8.9,3.21,2.0,Yes,Yes,Not At Risk
ST11851,18,Male,IT,70.5,58.5,86.0,55.1,7.7,3.42,5.0,Yes,Yes,Not At Risk
ST03733,20,Female,Computer Science,94.6,56.7,43.5,40.0,5.2,1.67,2.0,Yes,No,Not At Risk
ST07362,25,Female,Computer Science,72.8,72.8,47.1,86.4,4.1,2.51,3.0,Yes,No,Not At Risk
ST11775,20,Male,,67.4,54.8,73.1,86.2,9.1,1.99,8.0,Yes,Yes,Not At Risk
ST10064,24,Male,Computer Science,81.1,52.5,73.1,60.8,5.9,3.16,4.0,Yes,No,Not At Risk
ST01313,25,Male,Data Science,89.5,89.0,43.7,84.0,4.1,2.74,10.0,Yes,No,Not At Risk
ST07829,19,Female,Software Engineering,99.8,91.3,90.6,89.6,3.9,1.86,3.0,Yes,No,Not At Risk
ST07211,19,Female,Computer Science,92.9,59.4,51.1,71.7,4.3,3.83,1.0,Yes,No,Not At Risk
ST05770,21,Male,Software Engineering,63.6,71.6,93.2,82.7,3.0,2.32,3.0,Yes,No,Not At Risk
ST07985,22,Female,IT,87.4,49.0,58.9,38.4,9.5,3.22,2.0,Yes,Yes,Not At Risk
ST07941,24,Female,Data Science,86.1,68.2,40.6,81.6,4.4,2.88,8.0,Yes,No,Not At Risk
ST02461,18,Male,IT,84.5,46.0,88.7,63.3,13.9,2.15,5.0,Yes,No,Not At Risk
ST08330,19,Female,Computer Science,97.3,31.5,94.1,68.7,7.4,2.12,2.0,No,Yes,Not At Risk
ST08870,20,Male,Computer Science,81.1,74.1,90.5,77.9,4.0,2.78,4.0,Yes,No,Not At Risk
ST02126,24,Female,IT,76.7,73.5,66.9,47.2,4.2,2.4,2.0,Yes,No,Not At Risk
ST01030,22,Female,IT,82.6,70.7,67.5,70.7,5.9,3.91,4.0,Yes,Yes,Not At Risk
ST09492,25,Male,IT,95.9,61.4,64.7,48.4,4.7,2.16,3.0,Yes,No,Not At Risk
ST01290,23,Female,Software Engineering,55.4,62.0,67.0,83.8,1.6,2.81,5.0,Yes,No,Not At Risk
ST11291,20,Female,IT,88.2,62.8,68.3,52.6,4.9,2.06,5.0,Yes,Yes,At Risk
ST01064,18,Male,IT,92.1,43.3,48.0,100.0,2.1,4.0,3.0,Yes,Yes,Not At Risk
ST02941,21,Female,IT,73.5,86.6,79.2,64.9,3.1,3.13,3.0,Yes,No,Not At Risk
ST04152,19,Female,IT,71.5,60.7,73.6,55.5,3.5,3.05,3.0,Yes,No,At Risk
ST06892,18,Male,Computer Science,100.0,76.9,62.2,65.8,1.2,3.87,6.0,Yes,No,Not At Risk
ST05881,19,Female,Software Engineering,81.4,55.0,68.2,78.8,4.5,4.0,5.0,Yes,Yes,Not At Risk
ST00622,18,Male,Computer Science,81.5,75.6,54.2,43.6,3.8,2.34,7.0,No,No,Not At Risk
ST11199,18,Female,Data Science,66.0,31.0,52.4,84.4,6.2,3.14,4.0,Yes,Yes,Not At Risk
ST11147,23,Female,Software Engineering,84.4,88.7,74.1,40.7,15.4,2.32,3.0,Yes,No,Not At Risk
ST05928,19,Male,IT,88.6,69.1,81.9,72.7,8.8,3.08,3.0,Yes,No,Not At Risk
ST03078,21,Male,Computer Science,90.6,59.7,75.3,66.1,15.0,4.0,7.0,Yes,Yes,Not At Risk
ST00258,22,Male,Computer Science,90.4,27.5,57.0,45.5,11.4,1.94,3.0,Yes,No,At Risk
ST00349,21,Male,IT,65.6,71.9,44.7,83.2,10.4,2.42,2.0,Yes,Yes,Not At Risk
ST09106,21,Female,Software Engineering,89.4,49.9,81.8,80.6,4.9,1.6,3.0,Yes,Yes,Not At Risk
ST08752,20,Female,Data Science,89.3,70.2,76.5,55.7,11.5,3.73,10.0,Yes,No,At Risk
ST10161,22,Female,Computer Science,98.8,69.0,39.0,70.9,10.2,2.8,8.0,Yes,Yes,Not At Risk
ST05957,22,Male,Data Science,75.9,59.7,72.8,59.4,6.1,1.85,5.0,Yes,Yes,At Risk
ST09208,21,Male,Software Engineering,100.0,60.9,64.4,85.0,1.8,3.17,2.0,No,Yes,Not At Risk
ST04607,19,Female,Computer Science,74.5,77.3,54.4,54.6,6.3,2.32,2.0,Yes,No,Not At Risk
ST04526,25,Male,Software Engineering,86.9,62.6,58.4,78.4,6.7,3.36,3.0,Yes,Yes,Not At Risk
ST02167,25,Female,Data Science,95.1,61.7,61.9,70.7,2.4,2.24,4.0,Yes,No,Not At Risk
ST04424,21,Male,Computer Science,73.1,50.2,58.6,59.2,3.3,3.83,3.0,Yes,No,At Risk
ST02995,23,Male,Software Engineering,70.9,78.3,69.4,58.8,7.7,2.67,5.0,Yes,No,Not At Risk
ST06605,24,Female,Computer Science,100.0,33.7,58.1,60.9,7.2,2.91,1.0,Yes,Yes,Not At Risk
ST06565,24,Male,Software Engineering,91.1,69.6,61.9,63.3,5.5,2.99,3.0,No,No,Not At Risk
ST01085,23,Female,Software Engineering,98.1,83.5,43.8,79.6,6.3,3.35,8.0,Yes,Yes,Not At Risk
ST03656,22,Male,Software Engineering,90.1,78.6,47.9,80.8,2.5,2.7,3.0,Yes,Yes,Not At Risk
ST05875,25,Male,Computer Science,75.7,65.5,53.2,79.9,2.3,2.96,4.0,Yes,No,Not At Risk
ST06970,24,Male,IT,82.4,75.9,61.3,67.9,4.5,2.62,3.0,Yes,No,Not At Risk
ST07540,23,Female,Data Science,100.0,61.5,66.9,77.8,10.8,3.14,5.0,Yes,No,Not At Risk
ST02775,25,Female,Computer Science,59.5,72.5,66.6,62.3,13.0,2.23,4.0,Yes,Yes,Not At Risk
ST10893,19,Female,IT,78.1,61.9,61.8,45.3,4.7,2.6,3.0,Yes,No,Not At Risk
ST10791,25,Female,Computer Science,85.2,69.8,59.7,70.6,7.1,2.97,5.0,Yes,Yes,Not At Risk
ST06442,25,Male,IT,88.0,84.4,69.1,72.1,6.6,3.45,2.0,Yes,No,Not At Risk
ST08268,25,Female,Computer Science,64.3,58.5,56.3,56.8,8.3,1.87,5.0,Yes,Yes,Not At Risk
ST10775,23,Male,IT,100.0,79.1,54.2,57.7,4.8,3.01,3.0,Yes,No,Not At Risk
ST03546,24,Male,Computer Science,67.8,82.5,77.7,60.6,6.1,3.14,1.0,Yes,No,Not At Risk
ST00252,18,Female,Software Engineering,95.8,65.7,95.7,67.3,4.8,1.82,7.0,Yes,No,Not At Risk
ST03256,19,Female,IT,96.4,97.0,94.4,92.8,1.2,3.3,2.0,Yes,No,Not At Risk
ST01040,25,Male,IT,78.2,90.7,32.5,54.2,7.2,3.19,2.0,Yes,No,Not At Risk
ST02635,23,Female,Computer Science,78.7,72.3,73.6,80.4,10.7,3.26,3.0,Yes,Yes,Not At Risk
ST07283,23,Female,IT,92.2,51.6,91.6,71.6,5.2,1.88,3.0,Yes,Yes,Not At Risk
ST06363,20,Female,Data Science,88.5,69.1,56.8,32.8,13.7,1.96,4.0,Yes,Yes,Not At Risk
ST07277,18,Male,Computer Science,75.5,76.0,76.4,69.0,3.3,2.29,,Yes,Yes,Not At Risk
ST03152,24,Male,Software Engineering,87.5,75.3,71.6,54.0,10.5,3.1,1.0,Yes,No,Not At Risk
ST10110,23,Female,Computer Science,96.9,97.3,90.6,28.3,1.8,1.55,2.0,Yes,Yes,Not At Risk
ST01924,19,Male,Computer Science,88.6,87.3,38.9,63.3,5.4,2.82,7.0,Yes,Yes,Not At Risk
ST03560,19,Male,Computer Science,89.9,66.3,66.6,83.6,8.8,3.03,2.0,Yes,No,Not At Risk
ST02415,21,Female,Software Engineering,89.9,64.6,47.2,65.6,4.3,3.05,4.0,Yes,Yes,Not At Risk
ST10835,24,Male,Computer Science,62.5,69.6,66.5,73.9,6.7,2.93,2.0,Yes,Yes,Not At Risk
ST02541,23,Male,Computer Science,96.9,56.7,49.7,86.9,1.0,3.12,7.0,Yes,No,Not At Risk
ST00944,24,Female,Software Engineering,78.5,59.9,72.3,62.0,9.4,2.71,4.0,Yes,No,Not At Risk
ST00707,19,Male,Data Science,70.6,46.6,57.7,62.2,7.1,3.72,4.0,Yes,No,Not At Risk
ST08084,20,Male,Software Engineering,100.0,74.8,58.7,43.4,2.7,3.96,6.0,Yes,No,Not At Risk
ST02321,18,Female,IT,100.0,80.8,69.1,87.5,5.0,3.14,5.0,Yes,Yes,Not At Risk
ST09171,18,Female,Software Engineering,100.0,71.4,79.7,47.9,8.3,1.58,8.0,Yes,Yes,Not At Risk
ST04658,22,Male,IT,84.4,76.9,54.4,64.7,3.3,2.29,4.0,Yes,No,Not At Risk
ST09988,18,Female,Computer Science,73.9,62.3,73.1,20.1,5.9,1.85,4.0,Yes,Yes,At Risk
ST01414,20,Female,Computer Science,72.7,77.4,55.3,60.0,8.9,2.8,4.0,Yes,No,Not At Risk
ST07019,22,Female,IT,53.4,43.8,78.3,70.5,4.5,1.69,4.0,No,Yes,At Risk
ST10847,19,Female,IT,94.6,64.8,70.0,53.7,5.0,2.27,4.0,Yes,Yes,Not At Risk
ST01129,23,Male,Computer Science,66.5,77.2,87.0,67.0,4.6,2.68,5.0,Yes,Yes,Not At Risk
ST01076,23,Female,Computer Science,82.8,49.8,59.9,84.5,6.5,2.86,3.0,,No,Not At Risk
ST09947,20,Female,Computer Science,88.5,59.9,57.7,78.5,5.0,2.53,7.0,Yes,Yes,Not At Risk
ST09040,24,Female,IT,73.0,74.7,73.4,39.2,6.6,3.33,3.0,Yes,Yes,Not At Risk
ST05704,19,Male,Computer Science,82.2,100.0,86.5,50.7,2.8,2.63,3.0,Yes,No,Not At Risk
ST05398,19,Male,IT,70.3,66.9,61.3,88.9,10.3,3.47,1.0,Yes,Yes,At Risk
ST06333,22,Male,Data Science,62.2,70.9,56.5,59.1,2.4,2.51,3.0,Yes,Yes,Not At Risk
ST09474,18,Female,Data Science,89.7,78.0,57.6,63.8,11.2,3.31,5.0,,Yes,Not At Risk
ST00068,19,Female,Computer Science,100.0,75.1,80.7,61.7,3.7,3.17,4.0,Yes,No,Not At Risk
ST03144,25,Female,Computer Science,76.2,54.8,73.8,100.0,16.0,3.02,,,No,Not At Risk
ST02182,19,Female,Data Science,96.1,62.2,90.6,75.8,16.5,2.08,6.0,Yes,Yes,Not At Risk
ST08413,20,Male,Computer Science,86.2,72.7,48.6,40.3,6.2,1.62,3.0,Yes,No,At Risk
ST05740,19,Male,Computer Science,87.6,47.9,83.4,79.4,3.6,2.27,5.0,Yes,No,Not At Risk
ST03247,19,Female,Computer Science,100.0,59.6,92.0,100.0,6.9,2.83,2.0,Yes,No,Not At Risk
ST11012,21,Female,IT,97.2,69.0,72.2,85.9,6.9,3.12,3.0,Yes,Yes,Not At Risk
ST03724,24,Male,Data Science,74.1,61.9,98.4,67.4,2.0,3.57,5.0,Yes,No,Not At Risk
ST01584,24,Male,Data Science,94.2,79.2,49.8,58.3,3.9,3.66,3.0,Yes,No,Not At Risk
ST07949,23,Female,Computer Science,70.0,26.3,62.7,82.8,10.2,2.36,3.0,Yes,Yes,Not At Risk
ST08423,21,Male,Computer Science,67.1,78.5,19.9,50.9,3.1,3.58,4.0,No,No,At Risk
ST06866,25,Male,IT,77.9,58.6,92.6,59.4,5.0,3.57,6.0,Yes,Yes,Not At Risk
ST09844,25,Male,IT,64.5,57.7,36.7,89.8,5.8,2.81,5.0,Yes,Yes,At Risk
ST10421,24,Male,Data Science,99.9,76.5,67.0,63.1,6.3,3.05,2.0,Yes,Yes,Not At Risk
ST09745,25,Female,Computer Science,98.7,49.7,74.6,53.3,7.0,3.22,0.0,Yes,Yes,Not At Risk
ST02353,25,Female,IT,79.1,54.4,93.7,84.7,10.5,3.25,6.0,Yes,Yes,Not At Risk
ST01971,23,Male,IT,78.9,74.7,59.0,65.4,3.4,2.51,5.0,Yes,No,At Risk
ST06488,23,Female,Software Engineering,73.3,55.0,64.0,54.2,0.8,3.02,3.0,No,Yes,Not At Risk
ST08324,20,Male,Software Engineering,99.8,69.3,53.8,85.6,9.9,2.94,5.0,Yes,No,Not At Risk
ST08868,21,Male,Computer Science,100.0,26.5,66.4,67.9,1.5,2.29,0.0,Yes,Yes,Not At Risk
ST10655,21,Male,Software Engineering,76.4,74.0,58.4,93.7,5.7,2.86,5.0,Yes,Yes,Not At Risk
ST06802,24,Female,Computer Science,100.0,87.4,63.9,70.2,8.1,3.03,3.0,Yes,Yes,Not At Risk
ST02552,25,Female,Data Science,66.7,46.6,65.6,64.8,2.2,2.28,6.0,Yes,No,At Risk
ST06151,24,Female,Computer Science,90.7,51.5,76.1,82.9,2.9,3.98,9.0,No,No,Not At Risk
ST09103,19,Female,Computer Science,68.1,84.2,88.6,74.6,1.2,2.89,3.0,Yes,No,At Risk
ST00867,20,Male,IT,85.0,63.2,70.8,53.0,1.6,2.51,6.0,Yes,Yes,Not At Risk
ST02898,25,Female,IT,83.8,86.6,70.2,60.8,5.8,3.3,2.0,Yes,Yes,Not At Risk
ST00724,19,Female,Data Science,92.7,74.3,52.8,67.5,2.3,2.3,5.0,Yes,Yes,Not At Risk
ST02431,21,Female,Software Engineering,95.5,37.1,50.5,56.2,7.7,3.01,6.0,Yes,Yes,At Risk
ST03151,24,Male,IT,100.0,73.0,60.7,49.6,5.9,2.55,5.0,Yes,Yes,Not At Risk
ST08513,20,Female,IT,74.8,58.7,100.0,42.6,7.6,2.37,6.0,Yes,Yes,Not At Risk
ST05703,24,Male,Computer Science,74.6,74.9,39.9,92.8,6.8,3.17,7.0,Yes,Yes,Not At Risk
ST08179,20,Female,Computer Science,83.4,73.1,68.9,57.5,10.0,2.93,6.0,Yes,Yes,Not At Risk
ST01223,19,Female,,80.1,41.8,70.4,78.4,13.5,3.22,4.0,Yes,No,Not At Risk
ST02762,25,Male,Software Engineering,62.0,79.7,78.6,94.8,6.4,2.84,2.0,Yes,No,Not At Risk
ST07467,23,Male,Computer Science,78.5,56.0,67.4,18.4,2.5,2.58,3.0,Yes,Yes,Not At Risk
ST10483,21,Male,Data Science,73.2,69.9,58.8,62.9,8.3,2.34,2.0,Yes,No,Not At Risk
ST07632,25,Male,Computer Science,67.4,58.3,55.2,46.8,2.3,4.0,5.0,Yes,Yes,Not At Risk
ST07053,25,Female,Computer Science,84.0,74.9,53.3,60.3,3.8,1.86,3.0,No,No,At Risk
ST10539,19,Male,Software Engineering,73.0,55.8,53.8,70.5,5.0,3.1,3.0,Yes,Yes,Not At Risk
ST09135,25,Male,IT,86.2,40.6,88.0,43.1,7.5,3.4,4.0,Yes,No,Not At Risk
ST08134,19,Male,IT,93.4,53.2,56.8,74.9,4.8,2.18,5.0,Yes,No,Not At Risk
ST09856,21,Male,Computer Science,81.6,80.3,82.5,47.6,3.6,3.28,1.0,Yes,No,At Risk
ST05198,23,Male,Computer Science,69.9,78.2,70.3,100.0,7.4,2.27,2.0,Yes,No,Not At Risk
ST07849,20,Male,Computer Science,58.3,68.5,49.6,59.1,7.8,1.53,5.0,Yes,No,Not At Risk
ST07477,20,Female,Computer Science,86.8,72.7,58.2,78.4,4.9,3.75,1.0,Yes,No,Not At Risk
ST07871,19,Female,Computer Science,85.5,78.8,40.0,65.7,4.9,2.66,2.0,Yes,Yes,Not At Risk
ST08351,18,Female,IT,75.7,65.5,40.9,36.7,4.4,3.39,3.0,Yes,Yes,Not At Risk
ST02186,19,Male,Computer Science,78.9,90.2,70.0,58.2,4.5,2.73,4.0,Yes,No,Not At Risk
ST06366,18,Male,Software Engineering,80.7,46.9,86.7,92.2,3.1,2.77,3.0,Yes,No,Not At Risk
ST10645,21,Male,Computer Science,71.3,64.2,76.7,45.2,3.1,3.2,4.0,Yes,Yes,Not At Risk
ST05039,22,Female,Computer Science,78.6,79.7,75.7,66.4,3.8,2.4,8.0,Yes,Yes,Not At Risk
ST03645,25,Female,Data Science,66.1,46.6,48.9,80.1,9.1,4.0,7.0,Yes,No,Not At Risk
ST11810,23,Male,Computer Science,72.6,69.6,67.4,69.9,2.2,2.4,1.0,Yes,No,Not At Risk
ST02771,20,Male,IT,79.6,76.9,77.9,90.6,4.2,3.01,3.0,Yes,No,Not At Risk
ST05210,20,Female,Software Engineering,81.4,92.7,88.3,64.5,6.7,2.26,2.0,Yes,No,Not At Risk
ST03778,21,Female,Software Engineering,97.1,65.0,92.9,64.2,9.0,2.61,4.0,No,Yes,Not At Risk
ST11320,20,Female,IT,73.8,57.1,78.3,84.9,3.9,3.41,5.0,No,No,Not At Risk
ST08159,19,Male,Computer Science,100.0,52.3,74.4,69.1,1.7,2.68,3.0,Yes,Yes,Not At Risk
ST05365,19,Female,Computer Science,100.0,62.1,51.4,95.6,4.7,2.34,2.0,Yes,No,Not At Risk
ST09200,22,Male,Software Engineering,55.6,82.0,46.3,54.0,11.1,2.55,6.0,Yes,Yes,At Risk
ST01330,21,Female,Data Science,91.3,72.7,51.0,74.4,12.2,3.04,4.0,Yes,No,Not At Risk
ST04329,22,Male,IT,100.0,54.9,81.6,64.6,1.9,3.66,3.0,Yes,Yes,Not At Risk
ST06505,20,Female,Software Engineering,75.6,56.8,78.3,40.9,11.9,2.07,5.0,Yes,Yes,Not At Risk
ST01619,20,Female,Software Engineering,87.2,67.9,87.7,63.5,8.5,3.5,7.0,Yes,Yes,At Risk
ST01235,25,Female,IT,86.7,100.0,58.5,64.7,3.2,2.22,5.0,Yes,Yes,Not At Risk
ST00736,24,Male,IT,88.4,67.3,75.1,58.4,13.6,3.98,4.0,Yes,Yes,Not At Risk
ST05624,25,Female,Software Engineering,85.1,97.0,60.2,69.5,9.2,3.27,6.0,Yes,Yes,Not At Risk
